10,100,100,400,202.75,174.21,202.75,174.21,174.21,174.21
20,100,100,400,202.75,173.24,202.75,173.24,173.24,173.24
30,100,100,400,202.75,174.21,202.75,174.21,174.21,174.21
40,100,100,400,202.75,173.72,202.75,173.99,173.72,173.72
50,100,100,400,202.75,174.21,202.75,174.21,174.21,174.21
60,100,100,400,202.75,174.21,202.75,174.21,174.21,174.21
70,100,100,400,202.75,202.75,202.75,202.75,202.75,202.75
80,100,100,400,202.75,202.75,202.75,202.75,202.75,202.75
90,100,100,400,202.75,202.75,202.75,202.75,202.75,202.75
100,100,100,400,202.75,202.75,202.75,202.75,202.75,202.75
10,100,100,400,146.40,99.30,99.30,99.30,99.30,99.30
20,100,100,400,146.40,99.30,99.30,99.30,99.30,99.30
30,100,100,400,146.40,99.30,99.30,99.30,99.30,99.30
40,100,100,400,146.40,99.30,99.30,99.30,99.30,99.30
50,100,100,400,146.40,99.30,99.30,99.30,99.30,99.30
60,100,100,400,146.40,99.30,99.30,99.30,99.30,99.30
70,100,100,400,146.40,99.30,99.30,99.30,99.30,99.30
80,100,100,400,146.40,99.30,99.30,99.30,99.30,99.30
90,100,100,400,146.40,99.30,99.30,99.30,99.30,99.30
100,100,100,400,146.40,99.30,99.30,99.30,99.30,99.30
10,100,100,400,163.44,147.84,163.44,147.84,147.84,147.84
20,100,100,400,163.44,147.84,163.44,147.84,147.84,147.84
30,100,100,400,163.44,147.84,163.44,149.92,147.84,147.84
40,100,100,400,163.44,147.84,163.44,151.74,147.84,147.84
50,100,100,400,163.44,147.84,163.44,151.58,148.15,147.84
60,100,100,400,163.44,147.84,163.44,152.26,148.36,147.84
70,100,100,400,163.44,147.84,163.44,159.65,152.30,149.62
80,100,100,400,163.44,163.44,163.44,163.44,163.44,163.44
90,100,100,400,163.44,163.44,163.44,163.44,163.44,163.44
100,100,100,400,163.44,163.44,163.44,163.44,163.44,163.44
10,100,100,400,131.15,124.33,131.15,124.33,124.33,124.33
20,100,100,400,131.15,127.52,131.15,127.67,127.52,127.52
30,100,100,400,131.15,128.06,131.15,128.72,128.15,128.06
40,100,100,400,131.15,128.12,131.15,128.97,128.19,128.12
50,100,100,400,131.15,128.16,131.15,129.07,128.33,128.16
60,100,100,400,131.15,128.06,131.15,129.28,128.39,128.20
70,100,100,400,131.15,128.32,131.15,129.58,128.73,128.49
80,100,100,400,131.15,128.22,131.15,130.03,128.68,128.37
90,100,100,400,131.15,128.32,131.15,130.68,129.52,128.76
100,100,100,400,131.15,131.15,131.15,131.15,131.15,131.15
10,100,100,400,101.27,101.27,101.27,101.27,101.27,101.27
20,100,100,400,101.27,101.27,101.27,101.27,101.27,101.27
30,100,100,400,101.27,101.27,101.27,101.27,101.27,101.27
40,100,100,400,101.27,101.27,101.27,101.27,101.27,101.27
50,100,100,400,101.27,101.27,101.27,101.27,101.27,101.27
60,100,100,400,101.27,101.27,101.27,101.27,101.27,101.27
70,100,100,400,101.27,101.27,101.27,101.27,101.27,101.27
80,100,100,400,101.27,101.27,101.27,101.27,101.27,101.27
90,100,100,400,101.27,101.27,101.27,101.27,101.27,101.27
100,100,100,400,101.27,101.27,101.27,101.27,101.27,101.27
10,100,100,400,148.12,118.48,118.48,118.48,118.48,118.48
20,100,100,400,148.12,118.68,148.12,118.68,118.68,118.68
30,100,100,400,148.12,118.48,118.48,118.48,118.48,118.48
40,100,100,400,148.12,118.58,148.12,118.68,118.58,118.58
50,100,100,400,148.12,118.48,118.48,118.48,118.48,118.48
60,100,100,400,148.12,118.62,148.12,118.75,118.62,118.62
70,100,100,400,148.12,118.48,118.48,118.48,118.48,118.48
80,100,100,400,148.12,118.53,148.12,118.93,118.53,118.53
90,100,100,400,148.12,118.66,148.12,121.11,119.55,119.06
100,100,100,400,148.12,148.12,148.12,148.12,148.12,148.12
10,100,100,400,139.00,119.60,139.00,119.60,119.60,119.60
20,100,100,400,139.00,118.36,139.00,118.36,118.36,118.36
