10,100,100,400,94.29,79.02,79.02,79.02,79.02,79.02
20,100,100,400,94.29,79.51,79.65,79.51,79.51,79.51
30,100,100,400,94.29,80.68,83.35,80.68,80.68,80.68
40,100,100,400,94.29,81.16,84.53,81.49,81.16,81.16
50,100,100,400,94.29,80.96,85.23,81.49,80.96,80.96
60,100,100,400,94.29,80.96,85.63,81.41,80.96,80.96
70,100,100,400,94.29,80.96,86.29,82.29,81.34,80.96
80,100,100,400,94.29,80.96,88.81,83.29,81.13,80.96
90,100,100,400,94.29,80.96,88.22,84.52,82.29,81.70
100,100,100,400,94.29,80.96,89.76,85.15,82.83,81.23
10,100,100,400,41.12,41.12,41.12,41.12,41.12,41.12
20,100,100,400,41.12,41.12,41.12,41.12,41.12,41.12
30,100,100,400,41.12,41.12,41.12,41.12,41.12,41.12
40,100,100,400,41.12,41.12,41.12,41.12,41.12,41.12
50,100,100,400,41.12,41.12,41.12,41.12,41.12,41.12
60,100,100,400,41.12,41.12,41.12,41.12,41.12,41.12
70,100,100,400,41.12,41.12,41.12,41.12,41.12,41.12
80,100,100,400,41.12,41.12,41.12,41.12,41.12,41.12
90,100,100,400,41.12,41.12,41.12,41.12,41.12,41.12
100,100,100,400,41.12,41.12,41.12,41.12,41.12,41.12
10,100,100,400,73.34,39.95,39.95,39.95,39.95,39.95
20,100,100,400,73.34,44.59,44.81,44.59,44.59,44.59
30,100,100,400,73.34,45.09,45.59,45.09,45.09,45.09
40,100,100,400,73.34,46.70,48.49,46.70,46.70,46.70
50,100,100,400,73.34,48.02,50.06,48.41,48.10,48.02
60,100,100,400,73.34,47.90,53.26,50.13,48.94,47.92
70,100,100,400,73.34,49.16,55.29,51.63,50.00,49.20
80,100,100,400,73.34,50.64,58.90,55.00,52.14,51.35
90,100,100,400,73.34,48.26,57.83,54.29,51.93,50.11
100,100,100,400,73.34,49.39,59.28,55.21,53.19,51.59
10,100,100,400,50.76,50.76,50.76,50.76,50.76,50.76
20,100,100,400,50.76,50.76,50.76,50.76,50.76,50.76
30,100,100,400,50.76,50.76,50.76,50.76,50.76,50.76
40,100,100,400,50.76,50.76,50.76,50.76,50.76,50.76
50,100,100,400,50.76,50.76,50.76,50.76,50.76,50.76
60,100,100,400,50.76,50.76,50.76,50.76,50.76,50.76
70,100,100,400,50.76,50.76,50.76,50.76,50.76,50.76
80,100,100,400,50.76,50.76,50.76,50.76,50.76,50.76
90,100,100,400,50.76,50.76,50.76,50.76,50.76,50.76
100,100,100,400,50.76,50.76,50.76,50.76,50.76,50.76
10,100,100,400,68.17,68.17,68.17,68.17,68.17,68.17
20,100,100,400,68.17,68.17,68.17,68.17,68.17,68.17
30,100,100,400,68.17,68.17,68.17,68.17,68.17,68.17
40,100,100,400,68.17,68.17,68.17,68.17,68.17,68.17
50,100,100,400,68.17,68.17,68.17,68.17,68.17,68.17
